hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
6.247105087014722,18.0,3.0,3.0,4.0,2.0,3.0,55.0,Travel_Frequently,Research & Development,23.0,5.0,Life Sciences,1.0,530.0,Male,3.0,Laboratory Technician,Married,36970.0,3.0,Y,13.0,8.0,1.0,23.0,1.0,3.0,1.0,2.0
7.250295626952222,5.0,2.0,4.0,1.0,3.0,2.0,42.0,Travel_Rarely,Research & Development,17.0,1.0,Life Sciences,1.0,1186.0,Male,3.0,Research Scientist,Married,99980.0,5.0,Y,24.0,8.0,2.0,24.0,3.0,22.0,4.0,14.0
7.5121932173136114,15.0,2.0,3.0,2.0,2.0,3.0,37.0,Travel_Rarely,Research & Development,24.0,1.0,Life Sciences,1.0,3959.0,Male,2.0,Sales Executive,Married,32910.0,1.0,Y,16.0,8.0,3.0,5.0,2.0,5.0,0.0,3.0
7.7671519410975,3.0,3.0,3.0,1.0,4.0,3.0,35.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,1696.0,Female,5.0,Sales Executive,Single,24960.0,4.0,Y,17.0,8.0,3.0,9.0,3.0,3.0,0.0,2.0
8.262833556447777,5.0,3.0,3.0,3.0,4.0,3.0,40.0,Travel_Rarely,Sales,5.0,5.0,Life Sciences,1.0,839.0,Male,1.0,Manufacturing Director,Single,52310.0,1.0,Y,12.0,8.0,2.0,21.0,4.0,21.0,7.0,7.0
7.643770638107778,5.0,3.0,3.0,3.0,1.0,3.0,36.0,Travel_Rarely,Sales,2.0,4.0,Technical Degree,1.0,3435.0,Male,4.0,Sales Executive,Single,54820.0,1.0,Y,18.0,8.0,0.0,18.0,3.0,17.0,15.0,14.0
8.696416778223888,14.0,2.0,3.0,3.0,3.0,3.0,34.0,Travel_Rarely,Research & Development,2.0,2.0,Life Sciences,1.0,3446.0,Male,1.0,Sales Representative,Married,64100.0,1.0,Y,13.0,8.0,1.0,1.0,5.0,1.0,0.0,0.0
8.824550423917778,10.0,2.0,3.0,4.0,2.0,3.0,30.0,Travel_Rarely,Sales,9.0,3.0,Marketing,1.0,2099.0,Female,1.0,Research Scientist,Married,90710.0,0.0,Y,19.0,8.0,1.0,12.0,2.0,11.0,5.0,7.0
6.650556671128889,10.0,3.0,3.0,3.0,3.0,3.0,38.0,Travel_Frequently,Sales,9.0,3.0,Marketing,1.0,850.0,Male,1.0,Manufacturing Director,Married,52040.0,3.0,Y,13.0,8.0,1.0,10.0,2.0,6.0,1.0,2.0
6.632009147701667,19.0,3.0,3.0,2.0,4.0,3.0,36.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,1287.0,Male,2.0,Sales Representative,Married,43200.0,3.0,Y,17.0,8.0,0.0,5.0,2.0,1.0,0.0,0.0
7.5263688085675,5.0,3.0,4.0,3.0,3.0,3.0,28.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,1.0,1881.0,Female,3.0,Manager,Divorced,135910.0,5.0,Y,20.0,8.0,1.0,6.0,2.0,2.0,2.0,2.0
7.537819053993611,15.0,2.0,3.0,2.0,2.0,3.0,37.0,Travel_Rarely,Research & Development,24.0,1.0,Life Sciences,1.0,2489.0,Male,2.0,Sales Executive,Married,32910.0,1.0,Y,16.0,8.0,3.0,5.0,2.0,5.0,0.0,3.0
5.548329986613056,18.0,3.0,3.0,3.0,4.0,3.0,21.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,2706.0,Male,2.0,Manufacturing Director,Single,137570.0,1.0,Y,12.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0
6.951155734047222,9.0,3.0,3.0,2.0,2.0,3.0,36.0,Travel_Frequently,Research & Development,3.0,3.0,Life Sciences,1.0,2749.0,Female,2.0,Laboratory Technician,Single,20180.0,1.0,Y,13.0,8.0,0.0,6.0,5.0,6.0,0.0,3.0
5.680271084337222,13.0,3.0,3.0,3.0,1.0,3.0,46.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,604.0,Male,2.0,Research Scientist,Married,165550.0,8.0,Y,14.0,8.0,2.0,28.0,4.0,26.0,15.0,9.0
7.511590807675,13.0,3.0,3.0,1.0,4.0,4.0,19.0,Travel_Rarely,Research & Development,4.0,3.0,Medical,1.0,3105.0,Male,1.0,Sales Executive,Single,76440.0,1.0,Y,15.0,8.0,2.0,1.0,2.0,1.0,0.0,0.0
6.900842257920556,6.0,2.0,3.0,3.0,2.0,3.0,32.0,Non-Travel,Sales,18.0,3.0,Marketing,1.0,3365.0,Male,1.0,Laboratory Technician,Married,23890.0,6.0,Y,12.0,8.0,1.0,5.0,4.0,3.0,0.0,2.0
9.779120928156944,8.0,4.0,3.0,4.0,3.0,3.0,27.0,Travel_Rarely,Research & Development,13.0,2.0,Medical,1.0,3003.0,Female,4.0,Research Director,Single,28560.0,1.0,Y,12.0,8.0,2.0,5.0,5.0,5.0,0.0,4.0
6.888653502900278,18.0,2.0,3.0,4.0,4.0,4.0,29.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,1.0,3137.0,Male,1.0,Research Scientist,Divorced,51300.0,4.0,Y,11.0,8.0,0.0,8.0,3.0,3.0,1.0,2.0
5.914191209281389,7.0,4.0,3.0,4.0,2.0,2.0,48.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,1.0,644.0,Female,2.0,Laboratory Technician,Single,132370.0,5.0,Y,13.0,8.0,1.0,7.0,2.0,1.0,0.0,0.0
10.169853859883888,2.0,3.0,3.0,1.0,4.0,4.0,39.0,Travel_Rarely,Research & Development,17.0,4.0,Technical Degree,1.0,729.0,Female,2.0,Healthcare Representative,Married,104750.0,3.0,Y,11.0,8.0,1.0,8.0,3.0,5.0,1.0,4.0
6.521339803658889,21.0,3.0,3.0,1.0,4.0,3.0,26.0,Travel_Frequently,Research & Development,2.0,2.0,Life Sciences,1.0,3254.0,Male,1.0,Manufacturing Director,Divorced,28350.0,3.0,Y,11.0,8.0,1.0,5.0,2.0,2.0,2.0,0.0
7.7010140562247225,6.0,3.0,3.0,4.0,4.0,3.0,27.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,1136.0,Female,1.0,Manager,Single,39040.0,1.0,Y,15.0,8.0,0.0,7.0,2.0,7.0,0.0,7.0
7.203818607764167,13.0,3.0,3.0,1.0,3.0,2.0,44.0,Travel_Frequently,Research & Development,5.0,3.0,Life Sciences,1.0,2264.0,Female,5.0,Manufacturing Director,Married,43820.0,7.0,Y,16.0,8.0,2.0,11.0,2.0,1.0,0.0,0.0
9.631834002677222,2.0,3.0,3.0,4.0,4.0,3.0,38.0,Travel_Rarely,Research & Development,29.0,3.0,Life Sciences,1.0,4172.0,Female,1.0,Manufacturing Director,Single,37220.0,5.0,Y,14.0,8.0,0.0,6.0,0.0,3.0,1.0,2.0
7.141634315037778,18.0,2.0,3.0,3.0,3.0,2.0,38.0,Travel_Frequently,Research & Development,13.0,3.0,Technical Degree,1.0,1935.0,Male,1.0,Manufacturing Director,Married,32100.0,0.0,Y,17.0,8.0,2.0,3.0,5.0,2.0,0.0,2.0
6.094735609103055,19.0,3.0,3.0,4.0,3.0,3.0,42.0,Non-Travel,Research & Development,10.0,4.0,Life Sciences,1.0,4087.0,Female,2.0,Research Scientist,Single,61510.0,1.0,Y,13.0,8.0,1.0,20.0,3.0,20.0,3.0,7.0
6.707713074520278,13.0,3.0,3.0,4.0,1.0,4.0,35.0,Non-Travel,Research & Development,5.0,1.0,Medical,1.0,1770.0,Male,1.0,Healthcare Representative,Divorced,51630.0,2.0,Y,18.0,8.0,2.0,16.0,4.0,1.0,0.0,0.0
9.8631659973225,12.0,4.0,3.0,3.0,4.0,3.0,31.0,Travel_Rarely,Sales,2.0,5.0,Life Sciences,1.0,1393.0,Male,2.0,Sales Representative,Married,27280.0,8.0,Y,11.0,8.0,0.0,7.0,3.0,4.0,0.0,2.0
7.503869924140833,9.0,2.0,3.0,3.0,3.0,2.0,29.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,1430.0,Male,1.0,Sales Executive,Single,49780.0,0.0,Y,13.0,8.0,0.0,7.0,3.0,6.0,1.0,5.0
5.7278313253011115,11.0,3.0,3.0,3.0,2.0,4.0,42.0,Travel_Frequently,Sales,2.0,2.0,Marketing,1.0,1508.0,Male,3.0,Research Director,Married,29560.0,5.0,Y,13.0,8.0,0.0,23.0,2.0,20.0,4.0,8.0
5.580070281124445,17.0,3.0,3.0,2.0,3.0,3.0,45.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,3247.0,Male,3.0,Healthcare Representative,Single,60740.0,0.0,Y,14.0,8.0,0.0,9.0,2.0,8.0,3.0,1.0
6.580775323516111,7.0,4.0,3.0,3.0,1.0,2.0,26.0,Travel_Rarely,Research & Development,2.0,2.0,Life Sciences,1.0,1129.0,Male,2.0,Research Scientist,Single,20800.0,0.0,Y,13.0,8.0,0.0,8.0,6.0,7.0,7.0,6.0
7.256364346273889,20.0,3.0,3.0,1.0,3.0,4.0,41.0,Travel_Frequently,Sales,11.0,3.0,Other,1.0,1929.0,Male,1.0,Laboratory Technician,Divorced,168720.0,2.0,Y,15.0,8.0,1.0,21.0,2.0,18.0,0.0,11.0
9.965590138330834,11.0,3.0,3.0,3.0,4.0,3.0,31.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,1.0,85.0,Female,3.0,Manager,Single,81030.0,1.0,Y,15.0,8.0,1.0,11.0,5.0,11.0,4.0,10.0
7.106880856760278,13.0,3.0,3.0,1.0,2.0,3.0,35.0,Travel_Rarely,Human Resources,3.0,4.0,Human Resources,1.0,1223.0,Male,2.0,Manager,Married,32940.0,0.0,Y,11.0,8.0,0.0,6.0,2.0,5.0,0.0,3.0
8.113614457831112,14.0,2.0,3.0,3.0,2.0,3.0,55.0,Travel_Frequently,Research & Development,26.0,2.0,Life Sciences,1.0,3428.0,Female,2.0,Sales Executive,Married,27890.0,3.0,Y,13.0,8.0,1.0,17.0,2.0,8.0,6.0,7.0
7.339873940205,18.0,3.0,4.0,1.0,3.0,2.0,30.0,Travel_Frequently,Research & Development,10.0,3.0,Life Sciences,1.0,1333.0,Female,3.0,Healthcare Representative,Divorced,28140.0,1.0,Y,24.0,8.0,0.0,10.0,2.0,10.0,0.0,9.0
5.9552342704147225,20.0,3.0,3.0,3.0,1.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,1234.0,Male,1.0,Research Director,Single,54860.0,7.0,Y,12.0,8.0,1.0,10.0,2.0,5.0,0.0,3.0
9.682610441766945,6.0,2.0,3.0,3.0,2.0,2.0,37.0,Travel_Rarely,Sales,9.0,1.0,Marketing,1.0,1602.0,Male,3.0,Sales Executive,Single,44400.0,2.0,Y,11.0,8.0,1.0,18.0,3.0,1.0,0.0,1.0
7.099554886211389,19.0,3.0,3.0,3.0,4.0,3.0,35.0,Travel_Frequently,Research & Development,6.0,4.0,Medical,1.0,745.0,Female,2.0,Research Director,Single,61420.0,2.0,Y,15.0,8.0,1.0,10.0,2.0,2.0,2.0,2.0
5.860414993306389,21.0,3.0,3.0,4.0,3.0,4.0,22.0,Travel_Rarely,Human Resources,12.0,1.0,Human Resources,1.0,1166.0,Male,2.0,Sales Executive,Single,25340.0,0.0,Y,11.0,8.0,0.0,4.0,1.0,3.0,1.0,2.0
7.636624274877223,16.0,3.0,3.0,1.0,4.0,4.0,35.0,Travel_Frequently,Research & Development,13.0,3.0,Life Sciences,1.0,958.0,Male,3.0,Sales Executive,Single,20420.0,0.0,Y,16.0,8.0,0.0,6.0,2.0,5.0,1.0,4.0
6.629573850959167,5.0,4.0,3.0,2.0,2.0,3.0,40.0,Travel_Frequently,Sales,9.0,3.0,Medical,1.0,2079.0,Male,1.0,Manufacturing Director,Married,45230.0,5.0,Y,16.0,8.0,1.0,5.0,5.0,0.0,0.0,0.0
5.588499553770555,20.0,4.0,3.0,4.0,3.0,3.0,45.0,Travel_Rarely,Sales,24.0,3.0,Life Sciences,1.0,1197.0,Male,1.0,Laboratory Technician,Single,36290.0,8.0,Y,16.0,8.0,1.0,8.0,2.0,5.0,0.0,1.0
6.770162873716944,11.0,3.0,3.0,3.0,2.0,3.0,41.0,Travel_Rarely,Research & Development,1.0,5.0,Medical,1.0,2661.0,Male,1.0,Healthcare Representative,Divorced,40810.0,2.0,Y,13.0,8.0,0.0,14.0,3.0,5.0,0.0,4.0
10.063014279339445,15.0,3.0,3.0,4.0,1.0,1.0,39.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,1.0,3352.0,Female,4.0,Human Resources,Married,66960.0,7.0,Y,11.0,8.0,0.0,8.0,3.0,2.0,2.0,2.0
6.440800981704444,19.0,2.0,3.0,2.0,4.0,3.0,54.0,Travel_Frequently,Sales,10.0,3.0,Life Sciences,1.0,2289.0,Female,4.0,Research Scientist,Divorced,37610.0,3.0,Y,12.0,8.0,0.0,26.0,3.0,14.0,1.0,12.0
5.764557117358056,9.0,2.0,4.0,4.0,3.0,3.0,32.0,Non-Travel,Research & Development,7.0,2.0,Life Sciences,1.0,3152.0,Female,2.0,Research Director,Married,32980.0,8.0,Y,22.0,8.0,0.0,6.0,4.0,4.0,1.0,2.0
6.696093261936389,11.0,4.0,3.0,2.0,2.0,3.0,38.0,Travel_Rarely,Sales,22.0,2.0,Medical,1.0,3325.0,Male,1.0,Sales Executive,Married,137340.0,0.0,Y,13.0,8.0,0.0,3.0,3.0,2.0,1.0,2.0
6.281050870147222,15.0,3.0,3.0,2.0,2.0,2.0,42.0,Travel_Rarely,Human Resources,1.0,3.0,Other,1.0,1006.0,Female,1.0,Healthcare Representative,Divorced,174650.0,8.0,Y,13.0,8.0,1.0,7.0,3.0,5.0,0.0,4.0
6.9607463186075,17.0,3.0,3.0,3.0,2.0,4.0,34.0,Travel_Frequently,Sales,1.0,3.0,Life Sciences,1.0,2136.0,Male,2.0,Sales Executive,Married,24000.0,4.0,Y,18.0,8.0,1.0,14.0,3.0,10.0,1.0,8.0
6.404223560910277,18.0,2.0,4.0,3.0,1.0,2.0,35.0,Travel_Rarely,Sales,6.0,4.0,Medical,1.0,363.0,Female,2.0,Manager,Single,94190.0,1.0,Y,24.0,8.0,1.0,6.0,5.0,6.0,1.0,1.0
7.115717313699166,22.0,1.0,3.0,3.0,4.0,3.0,32.0,Travel_Frequently,Sales,4.0,4.0,Life Sciences,1.0,301.0,Male,2.0,Sales Executive,Married,188440.0,1.0,Y,19.0,8.0,0.0,10.0,3.0,10.0,4.0,7.0
5.4666990182952775,22.0,1.0,3.0,1.0,3.0,3.0,58.0,Travel_Rarely,Research & Development,27.0,3.0,Other,1.0,3621.0,Male,2.0,Laboratory Technician,Divorced,21870.0,1.0,Y,18.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0
10.464255912538889,8.0,3.0,4.0,2.0,4.0,3.0,19.0,Travel_Rarely,Sales,2.0,4.0,Marketing,1.0,2122.0,Male,3.0,Laboratory Technician,Single,115570.0,1.0,Y,22.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0
6.317324854975277,15.0,3.0,3.0,3.0,1.0,3.0,28.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,727.0,Female,2.0,Healthcare Representative,Married,111590.0,1.0,Y,12.0,8.0,0.0,5.0,2.0,5.0,0.0,4.0
8.653741633199445,17.0,4.0,3.0,3.0,2.0,2.0,44.0,Travel_Frequently,Sales,10.0,4.0,Life Sciences,1.0,2492.0,Male,1.0,Research Scientist,Divorced,28440.0,1.0,Y,12.0,8.0,0.0,6.0,2.0,5.0,2.0,3.0
6.9222054886211115,9.0,4.0,3.0,1.0,1.0,1.0,41.0,Non-Travel,Research & Development,12.0,3.0,Life Sciences,1.0,607.0,Male,2.0,Sales Representative,Divorced,195660.0,6.0,Y,16.0,8.0,0.0,5.0,2.0,1.0,0.0,0.0
6.445216421240278,6.0,3.0,3.0,2.0,2.0,2.0,58.0,Non-Travel,Research & Development,2.0,4.0,Medical,1.0,1044.0,Male,1.0,Laboratory Technician,Divorced,23760.0,4.0,Y,12.0,8.0,1.0,37.0,3.0,16.0,14.0,14.0
7.341761490405833,14.0,2.0,3.0,2.0,3.0,3.0,34.0,Non-Travel,Research & Development,7.0,2.0,Technical Degree,1.0,2729.0,Female,1.0,Research Scientist,Single,86200.0,0.0,Y,13.0,8.0,1.0,10.0,2.0,9.0,8.0,7.0
9.569344042837777,10.0,3.0,3.0,3.0,1.0,2.0,59.0,Travel_Rarely,Sales,2.0,2.0,Marketing,1.0,2689.0,Female,5.0,Sales Representative,Married,20660.0,4.0,Y,12.0,8.0,1.0,12.0,3.0,1.0,0.0,0.0
7.386207050423889,4.0,2.0,3.0,4.0,1.0,4.0,42.0,Non-Travel,Research & Development,5.0,4.0,Medical,1.0,2091.0,Male,5.0,Sales Executive,Married,170460.0,7.0,Y,11.0,8.0,0.0,10.0,3.0,4.0,0.0,3.0
7.281392235608889,14.0,3.0,3.0,3.0,4.0,3.0,35.0,Travel_Frequently,Research & Development,6.0,4.0,Medical,1.0,3685.0,Female,2.0,Research Director,Single,61420.0,2.0,Y,15.0,8.0,1.0,10.0,2.0,2.0,2.0,2.0
10.174724453368889,3.0,2.0,3.0,4.0,1.0,3.0,29.0,Travel_Rarely,Human Resources,3.0,5.0,Life Sciences,1.0,1924.0,Male,1.0,Sales Executive,Single,27230.0,6.0,Y,11.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0
8.370841142346945,11.0,3.0,3.0,3.0,4.0,4.0,43.0,Travel_Frequently,Research & Development,3.0,4.0,Life Sciences,1.0,4272.0,Male,1.0,Sales Executive,Married,24080.0,1.0,Y,12.0,8.0,1.0,25.0,3.0,25.0,4.0,12.0
7.436475903614444,5.0,3.0,3.0,3.0,1.0,2.0,28.0,Travel_Frequently,Sales,1.0,3.0,Marketing,1.0,811.0,Male,2.0,Laboratory Technician,Single,17060.0,7.0,Y,12.0,8.0,0.0,8.0,3.0,0.0,0.0,0.0
8.5502097278,10.0,3.0,3.0,3.0,1.0,3.0,45.0,Travel_Rarely,Sales,29.0,2.0,Technical Degree,1.0,2355.0,Female,2.0,Research Scientist,Single,29730.0,1.0,Y,12.0,8.0,0.0,10.0,2.0,10.0,1.0,4.0
7.1685508701472225,11.0,3.0,3.0,1.0,4.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,1331.0,Female,2.0,Manufacturing Director,Divorced,175670.0,5.0,Y,13.0,8.0,0.0,7.0,6.0,1.0,0.0,0.0
7.304292726461389,13.0,3.0,3.0,3.0,3.0,3.0,54.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,1.0,3114.0,Male,2.0,Human Resources,Single,89380.0,7.0,Y,11.0,8.0,3.0,19.0,2.0,1.0,0.0,0.0
5.947940651494722,6.0,4.0,3.0,3.0,4.0,3.0,26.0,Travel_Frequently,Sales,16.0,2.0,Life Sciences,1.0,2574.0,Male,2.0,Healthcare Representative,Married,83800.0,0.0,Y,14.0,8.0,0.0,8.0,3.0,7.0,7.0,7.0
7.323312137438611,19.0,3.0,4.0,4.0,4.0,3.0,26.0,Travel_Rarely,Sales,1.0,3.0,Marketing,1.0,476.0,Female,2.0,Research Scientist,Married,175840.0,1.0,Y,20.0,8.0,0.0,8.0,2.0,8.0,1.0,3.0
6.117572512271111,15.0,3.0,4.0,2.0,1.0,2.0,35.0,Travel_Frequently,Research & Development,15.0,3.0,Medical,1.0,4209.0,Male,3.0,Manufacturing Director,Married,65490.0,1.0,Y,20.0,8.0,0.0,9.0,3.0,9.0,1.0,8.0
6.763322177599167,21.0,3.0,3.0,4.0,2.0,2.0,33.0,Non-Travel,Research & Development,2.0,4.0,Medical,1.0,996.0,Male,1.0,Sales Representative,Single,25960.0,8.0,Y,14.0,8.0,1.0,13.0,4.0,11.0,1.0,7.0
5.743733824185555,19.0,2.0,3.0,4.0,4.0,3.0,41.0,Non-Travel,Research & Development,3.0,2.0,Life Sciences,1.0,1659.0,Female,2.0,Research Scientist,Single,99360.0,7.0,Y,17.0,8.0,1.0,16.0,2.0,14.0,1.0,10.0
8.933678045515277,8.0,4.0,3.0,2.0,2.0,3.0,18.0,Travel_Frequently,Research & Development,2.0,3.0,Technical Degree,1.0,200.0,Male,1.0,Sales Executive,Single,34680.0,1.0,Y,18.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0
10.193777331548333,18.0,4.0,3.0,4.0,3.0,3.0,41.0,Travel_Rarely,Research & Development,24.0,4.0,Life Sciences,1.0,2409.0,Female,4.0,Manager,Single,137260.0,3.0,Y,12.0,8.0,0.0,21.0,6.0,2.0,0.0,2.0
8.116000669343888,10.0,3.0,3.0,4.0,3.0,3.0,32.0,Travel_Frequently,Research & Development,9.0,3.0,Life Sciences,1.0,2094.0,Female,2.0,Research Scientist,Single,50700.0,4.0,Y,12.0,8.0,1.0,10.0,6.0,8.0,0.0,7.0
6.177958500669167,16.0,3.0,3.0,2.0,3.0,3.0,45.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,1.0,1816.0,Male,1.0,Research Director,Single,56050.0,1.0,Y,12.0,8.0,2.0,1.0,2.0,1.0,0.0,0.0
5.767146363230555,14.0,3.0,3.0,4.0,1.0,3.0,31.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,1055.0,Male,3.0,Laboratory Technician,Married,21680.0,0.0,Y,14.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0
7.2128168228466665,7.0,3.0,3.0,2.0,4.0,2.0,33.0,Travel_Frequently,Sales,4.0,2.0,Life Sciences,1.0,71.0,Male,4.0,Research Scientist,Single,47880.0,3.0,Y,11.0,8.0,1.0,9.0,0.0,7.0,0.0,1.0
5.731233824185556,16.0,3.0,3.0,1.0,1.0,3.0,20.0,Travel_Rarely,Research & Development,29.0,3.0,Life Sciences,1.0,1902.0,Female,3.0,Laboratory Technician,Single,27070.0,1.0,Y,11.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0
7.589734493529445,4.0,3.0,3.0,3.0,2.0,3.0,35.0,Travel_Rarely,Research & Development,29.0,3.0,Life Sciences,1.0,3055.0,Female,3.0,Sales Executive,Single,50030.0,9.0,Y,15.0,8.0,0.0,10.0,2.0,1.0,0.0,0.0
5.7785073627844445,10.0,3.0,3.0,2.0,3.0,3.0,45.0,Non-Travel,Research & Development,1.0,3.0,Medical,1.0,2018.0,Female,2.0,Human Resources,Married,125040.0,1.0,Y,12.0,8.0,1.0,15.0,2.0,15.0,4.0,12.0
8.333743864346111,18.0,2.0,3.0,2.0,4.0,3.0,24.0,Travel_Rarely,Sales,1.0,3.0,Marketing,1.0,217.0,Female,1.0,Sales Executive,Married,34070.0,1.0,Y,15.0,8.0,2.0,6.0,2.0,6.0,1.0,4.0
7.841347612672778,5.0,3.0,3.0,3.0,4.0,3.0,37.0,Travel_Rarely,Research & Development,23.0,3.0,Life Sciences,1.0,575.0,Male,3.0,Manufacturing Director,Divorced,166590.0,7.0,Y,16.0,8.0,1.0,10.0,2.0,6.0,1.0,3.0
8.623647925033334,18.0,3.0,3.0,1.0,4.0,3.0,46.0,Travel_Frequently,Research & Development,20.0,3.0,Technical Degree,1.0,2731.0,Male,3.0,Sales Executive,Single,40350.0,4.0,Y,14.0,8.0,1.0,14.0,2.0,9.0,0.0,8.0
6.595091477019166,10.0,3.0,3.0,4.0,4.0,2.0,29.0,Travel_Rarely,Research & Development,3.0,3.0,Technical Degree,1.0,3588.0,Female,2.0,Healthcare Representative,Divorced,48050.0,3.0,Y,16.0,8.0,1.0,9.0,2.0,7.0,1.0,7.0
7.542354975457222,9.0,3.0,3.0,2.0,3.0,3.0,49.0,Travel_Rarely,Sales,2.0,3.0,Technical Degree,1.0,118.0,Male,2.0,Manufacturing Director,Single,52040.0,8.0,Y,14.0,8.0,1.0,26.0,3.0,5.0,0.0,0.0
7.072532351628611,17.0,3.0,3.0,3.0,2.0,1.0,26.0,Travel_Frequently,Research & Development,1.0,4.0,Other,1.0,21.0,Male,2.0,Laboratory Technician,Divorced,104470.0,1.0,Y,18.0,8.0,0.0,6.0,3.0,6.0,1.0,4.0
8.626033020972777,7.0,2.0,3.0,2.0,3.0,2.0,22.0,Non-Travel,Sales,17.0,2.0,Marketing,1.0,2350.0,Male,3.0,Sales Executive,Married,97050.0,1.0,Y,18.0,8.0,2.0,4.0,3.0,4.0,1.0,3.0
10.293937974118611,8.0,2.0,3.0,1.0,2.0,3.0,24.0,Travel_Rarely,Research & Development,27.0,2.0,Medical,1.0,3097.0,Male,1.0,Research Scientist,Single,104220.0,1.0,Y,17.0,8.0,1.0,6.0,0.0,5.0,1.0,4.0
6.760929272646111,21.0,3.0,3.0,1.0,2.0,4.0,26.0,Travel_Rarely,Research & Development,19.0,4.0,Technical Degree,1.0,1688.0,Female,4.0,Sales Executive,Married,119940.0,1.0,Y,14.0,8.0,1.0,6.0,6.0,5.0,1.0,4.0
6.429928603301945,10.0,3.0,3.0,4.0,3.0,2.0,48.0,Travel_Rarely,Research & Development,1.0,4.0,Medical,1.0,421.0,Male,1.0,Research Scientist,Married,21770.0,4.0,Y,18.0,8.0,0.0,13.0,4.0,0.0,0.0,0.0
5.863039937527778,14.0,3.0,4.0,3.0,4.0,3.0,46.0,Travel_Rarely,Sales,1.0,2.0,Medical,1.0,2772.0,Female,2.0,Research Scientist,Single,97140.0,1.0,Y,22.0,8.0,0.0,9.0,0.0,9.0,4.0,7.0
7.287283578759444,13.0,3.0,4.0,4.0,1.0,2.0,27.0,Travel_Frequently,Research & Development,16.0,4.0,Medical,1.0,4017.0,Male,3.0,Healthcare Representative,Married,49980.0,0.0,Y,20.0,8.0,2.0,8.0,3.0,7.0,7.0,3.0
6.934367469879445,19.0,3.0,4.0,3.0,4.0,3.0,29.0,Travel_Rarely,Research & Development,26.0,1.0,Life Sciences,1.0,3535.0,Male,1.0,Laboratory Technician,Married,22180.0,1.0,Y,24.0,8.0,1.0,10.0,1.0,10.0,0.0,8.0
5.749068496206944,23.0,4.0,3.0,3.0,4.0,3.0,29.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,1.0,3491.0,Female,4.0,Research Scientist,Divorced,52960.0,4.0,Y,14.0,8.0,0.0,11.0,3.0,7.0,1.0,7.0
7.766144578313056,4.0,3.0,3.0,3.0,4.0,3.0,32.0,Travel_Rarely,Sales,1.0,3.0,Medical,1.0,1744.0,Male,2.0,Sales Executive,Single,136640.0,3.0,Y,14.0,8.0,0.0,10.0,6.0,7.0,7.0,7.0
7.036749219098611,9.0,3.0,3.0,4.0,4.0,1.0,52.0,Travel_Rarely,Research & Development,12.0,3.0,Medical,1.0,3091.0,Male,2.0,Research Scientist,Married,48780.0,2.0,Y,11.0,8.0,1.0,31.0,3.0,5.0,1.0,4.0
6.423173806336389,9.0,3.0,3.0,4.0,3.0,3.0,23.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,1.0,870.0,Female,3.0,Manager,Married,105520.0,2.0,Y,11.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0
5.931504908522777,19.0,3.0,4.0,4.0,4.0,2.0,27.0,Travel_Frequently,Research & Development,7.0,3.0,Life Sciences,1.0,2383.0,Male,1.0,Research Scientist,Single,28110.0,2.0,Y,20.0,8.0,0.0,6.0,3.0,4.0,1.0,2.0
